지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
201,강화,9/3/2017,21.7,17.3,26.9,,1.3,76.4
201,강화,9/4/2017,21.5,16.6,28.5,,1.2,66
201,강화,9/5/2017,20.8,18,23.7,0,1,74.9
201,강화,9/6/2017,19.2,15.9,23.6,0.6,0.6,85.9
201,강화,9/7/2017,20.9,15.9,26,,1.5,84.5
201,강화,9/8/2017,22.5,17.7,27.9,,1.8,77
201,강화,9/9/2017,21.9,17.8,26.8,,1.4,83
201,강화,9/10/2017,21.3,18,25,0.4,0.8,87
201,강화,9/11/2017,19.7,17,24.7,25,2,82.4
201,강화,9/12/2017,21.1,15.9,26.8,,2,62.8
201,강화,9/13/2017,20.4,14.6,25.3,,2.4,56.8
201,강화,9/14/2017,19.3,11.9,26.5,,1.4,61.9
201,강화,9/15/2017,20.8,16.1,26.8,,2.5,56.3
201,강화,9/16/2017,20.4,13,26.3,,2.6,59
201,강화,9/17/2017,21.5,18.4,26.7,,2.8,57.4
201,강화,9/18/2017,19.9,13.2,25.4,,2.2,76.8
201,강화,9/19/2017,21.4,16.5,24.5,0.1,2.6,83.4
201,강화,9/20/2017,17.4,11.5,23.5,,1.9,59.3
201,강화,9/21/2017,17.4,11.1,24.8,,1.1,73.5
201,강화,9/22/2017,17.8,12.3,24,,1.4,79
201,강화,9/23/2017,20.2,14.5,26.4,0.5,1.8,80.1
201,강화,9/24/2017,20.4,14.6,26.3,,1.7,80.8
201,강화,9/25/2017,20.4,14.1,27.4,,0.9,72.1
201,강화,9/26/2017,21.7,15.4,28.9,0,1.2,74.3
201,강화,9/27/2017,21.1,19.1,26.9,0.5,1.8,76
201,강화,9/28/2017,18,10.8,22.8,,2.6,50.9
201,강화,9/29/2017,15.7,7.5,21.1,,2.4,58.3
201,강화,9/30/2017,19.1,15.3,23.3,,2.3,78.6
201,강화,10/1/2017,16.8,14.8,19.5,4.5,1.7,84.5
201,강화,10/2/2017,20.4,15.1,26.8,0.5,2.9,57.3
201,강화,10/3/2017,15.5,11.5,20.5,,3,44.5
201,강화,10/4/2017,13.9,8.3,19.4,,2.4,47.6
201,강화,10/5/2017,15.6,8.4,21.8,,1.4,69.9
201,강화,10/6/2017,17.4,13.5,22.8,,1.6,70.5
201,강화,10/7/2017,19.4,13.3,25.8,,1.2,75.1
201,강화,10/8/2017,19.4,15.7,24.9,,1.4,77.1
201,강화,10/9/2017,19.4,16.5,23.2,,1.4,80.8
201,강화,10/10/2017,20.1,16.5,22.7,9.5,1.3,86.1
201,강화,10/11/2017,14.4,11.1,19.6,5.5,2,73.8
201,강화,10/12/2017,10,6.6,13.3,,1.6,60.5
201,강화,10/13/2017,11.3,3.6,17.8,,1.7,61.1
201,강화,10/14/2017,13.1,5.5,18.6,,1.5,47
201,강화,10/15/2017,13.5,5.7,20.1,,1.6,50.1
201,강화,10/16/2017,14.7,10.3,19.8,,1.5,50.5
201,강화,10/17/2017,12.6,5,20.7,,1.2,59.5
201,강화,10/18/2017,14.8,9.6,18.2,0,1.7,67.8
201,강화,10/19/2017,14.7,8,20.9,,1.7,68.6
201,강화,10/20/2017,14.6,8.1,21.6,,1.4,68.1
201,강화,10/21/2017,14.8,8.2,22.4,,1.2,65.3
201,강화,10/22/2017,15,8.8,22.2,,3.5,58.4
201,강화,10/23/2017,12.5,6,17.3,,2,57.4
201,강화,10/24/2017,13.3,6.5,18.9,,1.6,68.8
201,강화,10/25/2017,12.4,7,18.8,,1.3,73.5
201,강화,10/26/2017,13,9.8,17.5,,0.7,71.8
201,강화,10/27/2017,14.3,8.8,21.2,,1.3,66.3
201,강화,10/28/2017,15.8,8,22.2,,1.9,58.1
201,강화,10/29/2017,11.1,6.4,17.3,,3.1,43.4
201,강화,10/30/2017,6.7,2.7,12.4,,2.6,33.9
201,강화,10/31/2017,8.5,1,15.5,,1.6,66.8
201,강화,11/1/2017,15.5,7.7,17.9,,3.3,75
201,강화,11/2/2017,15.2,13.8,18,,2.1,84.4
201,강화,11/3/2017,11.6,4.6,15.9,2,3.3,65.1
201,강화,11/4/2017,5.4,0.7,11.4,,1.7,56.9
201,강화,11/5/2017,6.9,0.3,14.2,,1.3,68.3
201,강화,11/6/2017,10.3,7.3,15.5,,1.3,72.9
201,강화,11/7/2017,14.2,8.8,18.1,,1.3,70
201,강화,11/8/2017,12.2,7.5,16.4,,3,54.9
201,강화,11/9/2017,7.5,1,14.4,,1.4,49.4
201,강화,11/10/2017,9.5,4.4,15.3,6.5,2.9,63.1
201,강화,11/11/2017,5.1,0.9,9.9,,1.9,51.5
201,강화,11/12/2017,3.8,-1.6,10.1,,1.4,70
201,강화,11/13/2017,9.3,2.7,13.6,0.1,2.2,72.3
201,강화,11/14/2017,6.4,-0.2,11.9,,2.2,51.3
201,강화,11/15/2017,2.4,-3.4,6.4,0,2.5,49.9
201,강화,11/16/2017,-0.3,-5.3,5.4,,1.2,44
201,강화,11/17/2017,2,-4.5,5.3,0,1.5,51.4
201,강화,11/18/2017,-2.7,-7.3,2.5,,2.1,39.3
201,강화,11/19/2017,-2,-8.5,3.6,,1.6,45.8
201,강화,11/20/2017,-2.8,-6.6,3,0,1.3,71.4
201,강화,11/21/2017,-0.1,-7.8,7.3,,1.3,69.8
201,강화,11/22/2017,4.7,1.4,10.4,2,2.2,59.8
201,강화,11/23/2017,0.7,-5,5.2,2,1.8,61
201,강화,11/24/2017,-2.1,-5.2,2.6,0.5,1.5,69.9
201,강화,11/25/2017,2.6,-4.2,9.5,1,2.3,79.3
201,강화,11/26/2017,1.2,-3.1,6.5,,1.5,69.8
201,강화,11/27/2017,-0.4,-6.2,7.2,,1.2,63.1
201,강화,11/28/2017,4.1,-2.9,9.9,0.5,0.8,72.8
201,강화,11/29/2017,1.5,-2.9,7.7,0.1,2.4,43.8
201,강화,11/30/2017,-3.5,-7.8,1.6,,2.1,31.6
201,강화,12/1/2017,-4.4,-10.3,2.5,0,1.2,64.5
201,강화,12/2/2017,0.7,-7,6.6,0.5,1.4,71.1
201,강화,12/3/2017,4.4,1,10.2,2.5,1,86.1
201,강화,12/4/2017,-1.6,-5.7,4.3,,2.8,46.6
201,강화,12/5/2017,-4,-9.3,-0.9,0,1.8,47.6
201,강화,12/6/2017,-0.9,-6.4,5,4,1.2,79.6
201,강화,12/7/2017,-0.8,-5.6,3.8,,1,63.8
201,강화,12/8/2017,-3.9,-8.3,-1,,1.5,52.1
201,강화,12/9/2017,-1.6,-8,4.5,,1.3,62.3
201,강화,12/10/2017,1.6,-3,8.3,5.5,2.4,70.6
201,강화,12/11/2017,-7.1,-12.5,-3,,3.2,45.9
201,강화,12/12/2017,-9.2,-14,-5.6,,1.9,50
201,강화,12/13/2017,-8.7,-13.2,-3.8,,1.7,43.5
201,강화,12/14/2017,-8.5,-13.6,-2.9,,1.2,54.9
201,강화,12/15/2017,-4.6,-11.1,-0.4,0.1,1,59.3
201,강화,12/16/2017,-5.4,-8.3,-2.2,,2,43.6
201,강화,12/17/2017,-7.3,-13.1,-2.2,,1.7,49.4
201,강화,12/18/2017,-1.2,-5.2,4.7,0.5,1.6,78.5
201,강화,12/19/2017,-4.6,-10.9,-1.6,,2,52.4
201,강화,12/20/2017,-4.7,-11.4,0.7,1,1.6,76.3
201,강화,12/21/2017,-3.7,-10,3.7,,1.3,81.5
201,강화,12/22/2017,3.3,-3.7,7.5,,1.8,75.4
201,강화,12/23/2017,2.9,-1.5,7.5,,0.7,89
201,강화,12/24/2017,2.3,-0.8,4.9,12,2,80.1
201,강화,12/25/2017,-2.8,-5.2,0,,2.3,51.8
201,강화,12/26/2017,-4.5,-9.1,-1.2,,2.3,44.1
201,강화,12/27/2017,-7.7,-12.8,-3.5,,1.8,41.4
201,강화,12/28/2017,-2.6,-8.7,0.8,,0.7,51.4
201,강화,12/29/2017,0.7,-3.5,6.1,,1.2,70.4
201,강화,12/30/2017,-0.1,-4.2,4,0.5,0.8,83.9
201,강화,12/31/2017,-0.7,-5.3,2.9,0,1.7,58
201,강화,1/1/2018,-2.7,-7.3,3.9,,1,56.3
201,강화,1/2/2018,-2.4,-6.4,1.9,,1.6,43.9
201,강화,1/3/2018,-5,-10,-0.8,,1.8,45.4
201,강화,1/4/2018,-5.9,-9.7,-3.2,,1.3,46.5
201,강화,1/5/2018,-4.6,-8.4,0.2,,1.2,57.3
201,강화,1/6/2018,-4.6,-9.2,2,,1.3,57
201,강화,1/7/2018,-2.7,-9.1,1.7,,1,53.4
201,강화,1/8/2018,0.3,-2,4.9,0.7,2.1,58.9
201,강화,1/9/2018,-4.8,-7.3,-1.5,0.1,2.9,66.9
201,강화,1/10/2018,-8.1,-11.1,-5,0.1,2.1,55.5
201,강화,1/11/2018,-12,-15.8,-8.7,,2,55.6
201,강화,1/12/2018,-10.9,-17.7,-6.2,,1.3,48.6
201,강화,1/13/2018,-4.3,-7.3,-0.4,0.2,1.4,72.9
201,강화,1/14/2018,0.8,-6,5.7,,2.1,70.5
201,강화,1/15/2018,3,-2,7.4,0.6,1.8,71
201,강화,1/16/2018,1.4,-3.2,4.9,,1.1,71.4
201,강화,1/17/2018,2.4,-2.1,7.7,,1.4,74.4
201,강화,1/18/2018,0.3,-2.4,4,,1.3,65
201,강화,1/19/2018,-0.2,-5.5,4.7,,1.4,48.5
201,강화,1/20/2018,0.7,-4.2,7.4,,1.5,67
201,강화,1/21/2018,-1.5,-5.4,4,,1.1,44.5
201,강화,1/22/2018,-1.6,-6.7,3.8,3,1.4,59.4
201,강화,1/23/2018,-12.3,-14.8,-6.7,,2.7,40.9
201,강화,1/24/2018,-14.4,-18.4,-10.8,,2.2,35.1
201,강화,1/25/2018,-14.2,-18.2,-10.1,,2,36.8
201,강화,1/26/2018,-15.5,-18.4,-11.7,,2.1,38
201,강화,1/27/2018,-11.3,-19,-4.9,,1.2,51.1
201,강화,1/28/2018,-6.5,-12.2,-2.2,,1.8,42.9
201,강화,1/29/2018,-8.8,-13.9,-4.8,,2.1,41.4
201,강화,1/30/2018,-5.7,-14.7,0.7,0.1,1.4,71.1
201,강화,1/31/2018,-2.9,-8,0.5,,1.5,48.6
201,강화,2/1/2018,-5.1,-12.5,1.2,,1.6,49.8
201,강화,2/2/2018,-3.3,-10.4,3.3,,1.7,54.1
201,강화,2/3/2018,-7.8,-11.4,-2.8,0.2,3.7,46.5
201,강화,2/4/2018,-9.5,-14.3,-4.8,,2.6,44.5
201,강화,2/5/2018,-9.7,-14.5,-5.3,,2.7,39.9
201,강화,2/6/2018,-9.8,-13.2,-5.6,,2.7,37.8
201,강화,2/7/2018,-8.8,-16.1,-2.8,,1.7,52.9
201,강화,2/8/2018,-6.4,-13.1,0.4,,1.4,57.5
201,강화,2/9/2018,-0.5,-9.7,6.1,,1.3,52.4
201,강화,2/10/2018,-1.4,-9.8,3.2,,2.9,49.8
201,강화,2/11/2018,-6.9,-12.3,-2.4,,2.2,48.3
201,강화,2/12/2018,-6.7,-12.8,-2.2,,2.1,47
201,강화,2/13/2018,-0.9,-11.6,4.7,,2.9,61.4
201,강화,2/14/2018,3.3,-0.9,8.7,,3.8,51.9
201,강화,2/15/2018,-1.7,-7.2,3.6,,2.3,28.1
201,강화,2/16/2018,-2.7,-9.4,2.8,,2.1,48.5
201,강화,2/17/2018,-2.8,-9.4,1.8,,2.5,24
201,강화,2/18/2018,-1.5,-7.4,4.5,,1.6,33.1
201,강화,2/19/2018,0.6,-3.9,6.2,,1.4,59.9
201,강화,2/20/2018,0.7,-5.6,5.6,,1.6,34.9
201,강화,2/21/2018,-1.6,-6.3,3.9,,2.3,34.4
201,강화,2/22/2018,0.6,-6.9,6.5,3,2.9,70
201,강화,2/23/2018,2,-4.8,6.6,2,1.9,86
201,강화,2/24/2018,0.6,-4.4,5.4,,1.7,42.9
201,강화,2/25/2018,-0.5,-6.1,6.1,,2.1,55.5
201,강화,2/26/2018,-0.4,-6.9,6.5,,1.6,45.6
201,강화,2/27/2018,2.5,-4.1,6,,0.8,52.9
201,강화,2/28/2018,3.6,1.5,6.9,25.5,3.1,75.3
201,강화,3/1/2018,-0.5,-4.1,3.3,0.5,4.1,58.5
201,강화,3/2/2018,-1.9,-8.1,3.7,,1.7,41.3
201,강화,3/3/2018,5.9,-2.5,13.5,,1.8,40.8
201,강화,3/4/2018,7.5,5.9,9.9,15.5,2.8,88.6
201,강화,3/5/2018,4.8,0.2,8.8,6,4.8,63.4
201,강화,3/6/2018,2.6,-3.7,9.5,,1.4,55
201,강화,3/7/2018,5.3,0.6,11,0.5,2.1,59.3
201,강화,3/8/2018,4.1,1.9,8,2.5,1.9,73.4
201,강화,3/9/2018,3,-1.3,8.9,,2.2,68
201,강화,3/10/2018,2.6,-3,6.7,,2.4,78
201,강화,3/11/2018,3.4,-2.1,8.6,,2.2,73
201,강화,3/12/2018,5.7,-2.5,12.2,,1.9,67.4
201,강화,3/13/2018,10.1,1.3,14.2,,2.8,76.3
201,강화,3/14/2018,14.6,11.5,19,,3.4,72.6
201,강화,3/15/2018,10.5,6.3,16.7,4.5,3.7,85.5
201,강화,3/16/2018,5.9,2.2,10.7,,3.6,51.8
201,강화,3/17/2018,5,-0.8,11.3,,1.9,59
201,강화,3/18/2018,6.2,2.7,10.2,1.5,1,66.6
201,강화,3/19/2018,8.2,5.2,12,0.4,3.7,62
201,강화,3/20/2018,5.1,1.6,10,,5.2,43.1
201,강화,3/21/2018,2.5,1,7.2,0.2,3.9,56.1
201,강화,3/22/2018,4.1,-2.2,8.9,,3.3,67
201,강화,3/23/2018,3.7,-3.1,9.4,,2.2,72.8
201,강화,3/24/2018,4.9,0.4,7.9,0,2.2,79.9
201,강화,3/25/2018,4.9,2.9,10.3,,2.3,85.5
201,강화,3/26/2018,6.1,2.4,13.4,,1.5,86
201,강화,3/27/2018,8.6,1.3,16,,1.8,78.9
201,강화,3/28/2018,11.4,5.6,16.6,,2.3,78.6
201,강화,3/29/2018,12.4,6.5,18.6,,1.9,76.1
201,강화,3/30/2018,10.8,5.3,19.3,,2.4,62.1
201,강화,3/31/2018,11,4.6,18,,2.1,67.6
201,강화,4/1/2018,13.1,9.8,16.7,0,1.6,80.6
201,강화,4/2/2018,16.6,12.2,22,,2.5,72.3
201,강화,4/3/2018,14.7,10.1,19.4,0.1,2.4,82
201,강화,4/4/2018,11.4,8.2,15.8,7.5,3.4,65.9
201,강화,4/5/2018,6.8,5.6,8.8,9.5,3.4,84.9
201,강화,4/6/2018,5.4,2.5,8.3,4,3.8,71.6
201,강화,4/7/2018,5,1.9,9.7,,4.6,40.6
201,강화,4/8/2018,2.9,-1.1,7.5,3,2.8,67
201,강화,4/9/2018,6,-1.2,13.7,,1.4,64.1
201,강화,4/10/2018,13.4,5.3,19.1,1.5,5,62.8
201,강화,4/11/2018,10.6,7.6,15.8,,3.8,61.3
201,강화,4/12/2018,11.6,7.2,18.6,,3.2,44.6
201,강화,4/13/2018,13.2,4.2,18.7,,1.8,27.9
201,강화,4/14/2018,8.5,6.9,13.8,6,1.8,78.3
201,강화,4/15/2018,9.6,6,13.3,,2.9,61.6
201,강화,4/16/2018,11,4.7,17.4,,2.9,36.9
201,강화,4/17/2018,10.1,2.9,17.3,,2.3,46.4
201,강화,4/18/2018,8.7,2.3,15.2,,2.4,46.3
201,강화,4/19/2018,10.5,2.5,17.7,,2,53.5
201,강화,4/20/2018,14.2,7.5,22.6,,2,60.4
201,강화,4/21/2018,14.7,7,21.4,,1.9,46.5
201,강화,4/22/2018,12.7,9.5,16.5,26,3.3,71
201,강화,4/23/2018,9.1,8.4,9.8,54.5,6,89.3
201,강화,4/24/2018,12.1,8.4,15.2,1.5,4.5,55.1
201,강화,4/25/2018,13.7,4.4,21.9,,2.3,48.6
201,강화,4/26/2018,12.2,6.1,19.1,,2.9,66.6
201,강화,4/27/2018,12.8,6.6,18.7,,2.6,73
201,강화,4/28/2018,11.9,6.4,16.8,,3,64.4
201,강화,4/29/2018,12.9,6.1,19.5,,2.1,60.8
201,강화,4/30/2018,15.7,10.1,21.3,,1.4,79.3
201,강화,5/1/2018,18.1,15.6,22.4,,0.9,80.8
201,강화,5/2/2018,13.6,8.7,17.2,7.5,2,85
201,강화,5/3/2018,12,5.6,16,0,3.1,58.5
201,강화,5/4/2018,13.7,10,18.2,,4.4,52.6
201,강화,5/5/2018,16,8.5,20.6,0,3.6,62.1
201,강화,5/6/2018,16.3,13.5,20.9,21.5,2.5,80.5
201,강화,5/7/2018,18.1,13.7,26.1,,2.1,62
201,강화,5/8/2018,16.1,10.9,21.8,,4.6,56.8
201,강화,5/9/2018,13.8,9.2,20.4,,2.9,59.8
201,강화,5/10/2018,12.1,8.4,15.4,,2.7,83.8
201,강화,5/11/2018,12.7,10,16.8,,1.7,79.6
201,강화,5/12/2018,12.4,9.8,14.1,15,1.7,87
201,강화,5/13/2018,13.2,10.3,18.6,0.2,2.5,86.1
201,강화,5/14/2018,15.1,9.9,21.4,,1.4,81
201,강화,5/15/2018,21.1,11.9,27.9,,1.5,62.9
201,강화,5/16/2018,19.8,18.2,24.4,35.5,3.4,92.8
201,강화,5/17/2018,18.6,16.1,22,50,2.4,93.5
201,강화,5/18/2018,15.1,11.4,19.7,4,2.8,80.1
201,강화,5/19/2018,17.1,10.2,24.5,,2.7,51
201,강화,5/20/2018,16.7,10.5,23,,1.8,39
201,강화,5/21/2018,15.6,10.6,21.7,,1.4,50.8
201,강화,5/22/2018,16.1,12.1,21.6,13.5,0.5,80.8
201,강화,5/23/2018,15.9,12.4,21.6,2.5,2.4,65.1
201,강화,5/24/2018,15.8,8.9,20.7,,2.3,62.4
201,강화,5/25/2018,16.6,11,22.6,,1.8,59.6
201,강화,5/26/2018,19.4,11.3,26.5,,1.7,65.1
201,강화,5/27/2018,17.1,13.5,22.1,,1.8,63.8
201,강화,5/28/2018,19.2,12.9,24.7,,1.6,66.6
201,강화,5/29/2018,17.9,14,21.6,0.5,1.5,83.1
201,강화,5/30/2018,18.1,15.6,21.5,0.5,2.2,79.8
201,강화,5/31/2018,19.6,13,26.2,,1.8,64
201,강화,6/1/2018,21.3,14.1,26.9,,2.2,59.8
201,강화,6/2/2018,19.7,13.2,27.3,,2.2,63.9
201,강화,6/3/2018,20.8,12.4,27.7,,1.5,56.9
201,강화,6/4/2018,19.1,14.6,22.7,,1.7,72.9
201,강화,6/5/2018,20.6,14.4,26.6,,1.6,62.8
201,강화,6/6/2018,18.5,15.2,22,,2.2,81
201,강화,6/7/2018,18.8,14.8,23.2,,1.9,81.8
201,강화,6/8/2018,19.5,16.3,23.7,,2.5,80.1
201,강화,6/9/2018,21,15.3,28.4,9.4,1.8,75.6
201,강화,6/10/2018,18.9,16.3,21.8,2.5,2.4,75
201,강화,6/11/2018,18.4,17.1,21.1,4.5,1.6,76.8
201,강화,6/12/2018,19.6,15.9,24.4,,2.3,67.4
201,강화,6/13/2018,19.6,15.7,23.9,,1.3,75.4
201,강화,6/14/2018,20,17.7,22.5,12,1.2,82
201,강화,6/15/2018,20.7,17.6,25.3,3,2.3,69.6
201,강화,6/16/2018,20.3,14.3,26.2,,1.6,66.3
201,강화,6/17/2018,19.8,15.1,25.4,,1,76.3
201,강화,6/18/2018,21.3,16.4,27.3,,1.9,72.5
201,강화,6/19/2018,19.7,15.3,25,,2,80.5
201,강화,6/20/2018,20.7,17.8,25.4,,2.6,79.3
201,강화,6/21/2018,20.3,17.7,24.5,,2.9,80.5
201,강화,6/22/2018,21.1,15.5,28.5,,2,70.4
201,강화,6/23/2018,21.3,17.7,25.5,,2.1,74.3
201,강화,6/24/2018,21.3,17.8,25.6,,2.2,83.5
201,강화,6/25/2018,23.3,18.7,29,,1.1,73.4
201,강화,6/26/2018,20.9,19.1,24.1,65.5,3.6,89.4
201,강화,6/27/2018,20.9,18.8,23.8,0.5,2.2,88
201,강화,6/28/2018,21.8,18.7,26.9,2.5,1,88.9
201,강화,6/29/2018,22.2,19.5,26.9,0.2,1.9,87.6
201,강화,6/30/2018,23.6,18.9,29,,0.8,83.9
201,강화,7/1/2018,21.8,21.2,23,39,1.4,91.4
201,강화,7/2/2018,22.6,20.2,25.1,35,1.9,90.4
201,강화,7/3/2018,26.6,22.4,31.2,1,1.5,75.5
201,강화,7/4/2018,25.1,21.3,29.8,,2.6,77.8
201,강화,7/5/2018,23.9,21.4,28.2,,1.8,78.9
201,강화,7/6/2018,22.1,19.7,24.3,,4.6,64.4
201,강화,7/7/2018,21.5,17.5,26.8,,3.7,62.8
201,강화,7/8/2018,21.7,16.8,26.6,,2.1,62
201,강화,7/9/2018,19.7,18.8,21.3,44.5,2.2,85
201,강화,7/10/2018,23.6,19.9,26.7,6.5,1.5,86.5
201,강화,7/11/2018,25.6,24.2,28.2,4.5,2.3,83
201,강화,7/12/2018,24.6,23.1,26.6,0.5,1.8,89.3
201,강화,7/13/2018,24.8,22.3,28.6,0.5,1.7,85
201,강화,7/14/2018,25.6,22.1,29.2,0.2,2.1,82.5
201,강화,7/15/2018,25.3,21.4,29.8,,1.3,81.6
201,강화,7/16/2018,24.8,20.6,30,,1.6,80.3
201,강화,7/17/2018,24.4,20.7,29.4,,1.7,84
201,강화,7/18/2018,24.5,20.4,29.6,,1.3,80.3
201,강화,7/19/2018,24.9,19.8,30.5,,1.3,81.3
201,강화,7/20/2018,25.4,20.8,31.3,,1.3,81.5
201,강화,7/21/2018,26.5,20.8,32.7,,1.6,74.5
201,강화,7/22/2018,28.2,21.7,34.6,,1.4,69.9
201,강화,7/23/2018,28.3,24.1,32.4,,1.7,67.1
201,강화,7/24/2018,28.1,23.2,34.1,,1.5,73.4
201,강화,7/25/2018,27.3,24.6,30.4,,2.3,79.8
201,강화,7/26/2018,27.3,24.3,31.1,,1.6,81.8
201,강화,7/27/2018,28.1,24.1,32.4,,1.8,80.6
201,강화,7/28/2018,28.3,23.7,34,19,1.5,84.3
201,강화,7/29/2018,29.9,25.7,34.5,,2.7,60.3
201,강화,7/30/2018,29.8,25.1,34.4,,2.4,60.6
201,강화,7/31/2018,29.5,23.9,33.7,,1.5,68
201,강화,8/1/2018,30,24.1,35.1,,1.5,71.9
201,강화,8/2/2018,30,26.5,34.4,,1.6,73.3
201,강화,8/3/2018,29.7,25.9,33,,2.1,71.5
201,강화,8/4/2018,28.2,25.5,31.8,,2.4,79
201,강화,8/5/2018,28.6,26.2,32,0.1,2.9,82
201,강화,8/6/2018,29,25.8,33,,2.1,79.4
201,강화,8/7/2018,28.7,24.3,33.2,,1.9,76.4
201,강화,8/8/2018,28.6,24.8,32.6,,2.4,78.4
201,강화,8/9/2018,27.5,25.6,30.2,4.5,1.9,86.1
201,강화,8/10/2018,28.2,24.3,33.4,,1.6,71.9
201,강화,8/11/2018,28.5,23.9,33.2,,1.6,72.6
201,강화,8/12/2018,28.5,24.1,33.5,0,1.5,69.4
201,강화,8/13/2018,28.4,24.7,33.7,5.5,1.6,75.3
201,강화,8/14/2018,28.6,24.7,33.9,,1.3,72.8
201,강화,8/15/2018,29.9,25.2,35.4,0,1.8,68.9
201,강화,8/16/2018,28.5,23,33.4,,3.6,60.5
201,강화,8/17/2018,25.1,20.2,30.9,,3.5,50.8
201,강화,8/18/2018,24.7,20.2,29.6,,1.8,58.4
201,강화,8/19/2018,25.2,20.5,30.7,,1,69.8
201,강화,8/20/2018,27,21.1,31.9,0,2.8,67.4
201,강화,8/21/2018,24.2,21.2,27.9,36.5,3.1,82.5
201,강화,8/22/2018,27.2,20.6,32.6,,2,71.6
201,강화,8/23/2018,26,23.2,28.2,9.5,3.6,74.8
201,강화,8/24/2018,23.4,22.5,25.5,12,3.3,84
201,강화,8/25/2018,23.7,19.4,27.7,,2.6,79.1
201,강화,8/26/2018,21.9,17.2,28.1,0,1.3,80
201,강화,8/27/2018,22.7,19.6,28.8,1,1.1,85.4
201,강화,8/28/2018,23,20.7,26.5,147.5,1.1,92.6
201,강화,8/29/2018,25.3,22,27.9,60.5,4.8,87.8
201,강화,8/30/2018,24.7,22.5,27.9,16.5,2.4,81.8
201,강화,8/31/2018,23.5,19.7,27.9,0.1,1.7,76.4
201,강화,9/1/2018,24.2,18.7,29.6,,1.9,68
201,강화,9/2/2018,23.2,18.1,28.7,0,1.7,67.1
201,강화,9/3/2018,22.2,20.2,24.4,17,1.2,89
201,강화,9/4/2018,22.3,17.7,27.4,,1.8,72.9
201,강화,9/5/2018,22.8,16.9,27.4,,2.8,71.5
201,강화,9/6/2018,23.2,16.6,27.2,12.5,2.1,77.8
201,강화,9/7/2018,21.5,15.9,25.2,0.3,2.7,55.6
201,강화,9/8/2018,20.2,13.3,26,,1.9,60
201,강화,9/9/2018,19.8,12.3,26.1,,1.5,62.4
201,강화,9/10/2018,20.9,15.5,26.6,,2.2,64.1
201,강화,9/11/2018,19.2,14.2,25.3,,1.7,68
201,강화,9/12/2018,20.2,15.2,26.1,,1.6,67.8
201,강화,9/13/2018,21.3,16.7,27.1,,1.3,75
201,강화,9/14/2018,22.4,17.8,27,0,1.6,73.8
201,강화,9/15/2018,23.2,20.6,26.3,0,1.7,77
201,강화,9/16/2018,21.2,19.1,23,2,1.6,85.6
201,강화,9/17/2018,20.3,15.6,25.8,,2,72.5
201,강화,9/18/2018,19.9,14.2,24.3,,1.3,68.6
201,강화,9/19/2018,19.7,15.8,24.7,0.5,0.9,74.1
201,강화,9/20/2018,18.3,16.9,19.7,3,2.8,84
201,강화,9/21/2018,19,17.2,22.5,11.5,2,89
201,강화,9/22/2018,19.7,13.3,24.8,10.5,2.2,68
201,강화,9/23/2018,18.5,13.4,23.9,0,2.2,65.3
201,강화,9/24/2018,15.9,11.7,21.6,,2.3,58.8
201,강화,9/25/2018,15.9,8.2,22.4,,1.3,61.8
201,강화,9/26/2018,18,13.8,23.1,,2.1,60.5
201,강화,9/27/2018,17,13.1,23,,2.2,60.6
201,강화,9/28/2018,16,10.9,21.6,,1.6,72.6
201,강화,9/29/2018,18.4,12.3,25.4,,1.5,68.6
201,강화,9/30/2018,16.5,11,20.6,,2.6,59.1
201,강화,10/1/2018,15.2,11.2,19.4,,2.9,60.4
201,강화,10/2/2018,14.3,8.5,20.2,,1.8,73
201,강화,10/3/2018,15.1,8,22.8,,1,72.1
201,강화,10/4/2018,17.9,10.1,24.5,,1.6,65.1
201,강화,10/5/2018,16.3,15,18.5,18,3.9,82
201,강화,10/6/2018,17.8,14.1,24.2,20.5,3.2,80.3
201,강화,10/7/2018,14.9,8.7,21.4,,2,59.1
201,강화,10/8/2018,13,6.8,20.5,,1.2,63.8
201,강화,10/9/2018,13.9,7.2,18,1.5,1.4,68.1
201,강화,10/10/2018,11,5.4,15.3,2.5,2.5,65.9
201,강화,10/11/2018,9.7,4.7,14.7,,2,56.4
201,강화,10/12/2018,9.4,3.5,16.3,,1.5,67.3
201,강화,10/13/2018,10.7,4.9,17.8,,1.2,71
201,강화,10/14/2018,12.3,4.5,18.9,,1.6,71.4
201,강화,10/15/2018,14.5,9,20.2,,1.8,72.5
201,강화,10/16/2018,13.1,7.9,19.3,,1.2,60.4
201,강화,10/17/2018,10.4,4.6,17.1,,1.2,61.8
201,강화,10/18/2018,11.9,6.2,17.3,0,2.4,65.6
201,강화,10/19/2018,13.2,5.9,19.1,,2.1,54.6
201,강화,10/20/2018,11,4,19.5,,1.3,65.9
201,강화,10/21/2018,11.1,3.7,18.9,,1.1,66.6
201,강화,10/22/2018,12,6.8,19.4,,1.1,67.6
201,강화,10/23/2018,12.1,7.5,17,9.5,1.6,78.6
201,강화,10/24/2018,11.1,5.8,18.3,,1.3,76.4
201,강화,10/25/2018,12.8,6,20.4,,1.2,70.3
201,강화,10/26/2018,12.8,10.4,15.9,11,2.2,73.6
